Name;Done;Race;Class;Level;Caster level;BAB;Str;Dex;Con;Int;Wis;Cha;Acrobatics;Appraise;Bluff;Climb;Craft;Diplomacy;Disable Device;Disguise;Escape Artist;Fly;Handle Animal;Heal;Intimidate;Knowledge (arcana);Knowledge (dungeoneering);Knowledge (engineering);Knowledge (geography);Knowledge (history);Knowledge (local);Knowledge (nature);Knowledge (nobility);Knowledge (planes);Knowledge (religion);Linguistics;Perception;Perform;Profession;Ride;Sense Motive;Sleight of Hand;Spellcraft;Stealth;Survival;Swim;Use Magic Device;Fortitude;Reflex;Will;Or_things;Feats;To sort;Special;Prerequisite;Description
Mindful Meditation;FALSE;;;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Meditation Master;;;Wis 11, Meditation Master;Gain a bonus on Will saving throws vs charm, compuslsion, emotion, and fear effects
Mindfulness Mastery;FALSE;;;13;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Meditation Master, Mindful Meditation;;;Wis 19, Meditation Master, Mindful Meditation, character level 13th;Gain a second chance at saving against a failed charm, compulsion, emotion, or fear effect
Minor Miracle;FALSE;;;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Wis 12, Knowledge (religion) 5 ranks, alignment must match that of your worshiped deity;;Wis 12, Knowledge (religion) 5 ranks, alignment must match that of your worshiped deity;Gain a spell-like ability from one of your deities domains
Minor Spell Expertise;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Ability to cast 4th-level spells;Ability to cast 4th-level spells;Cast 1st-level spell as spell-like ability 2/day
Minotaur's Charge;FALSE;;;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;; , Improved Bull Rush, powerful charge;;Str 13, Improved Bull Rush, powerful charge;Initiate a bull rush with a charge attack
Mirror Kin;FALSE;Gnome;;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;gnome magic racial trait;Bluff 8 ranks, gnome, gnome magic racial trait;You become difficult to distinguish from your allies, giving you a 20% miss chance due to concealment
Mirror Move*;FALSE;;;0;0;4;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Combat Expertise;;;Int 13, Combat Expertise, base attack bonus +4;Mirror uses of your opponents’ feats
Mischievous Tail;FALSE;;;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Grasping Tail, you must have a tail;;Dex 15, Grasping Tail, you must have a tail;Your tail functions as a free hand and gains a +2 bonus on disarm and steal combat maneuvers and on Sleight of Hand checks
Misdirection Attack*;FALSE;;;0;0;0;0;0;0;13;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Int 13, Combat Expertise, Deceitful, Misdirection Redirection, Misdirection Tactics, Bluff 10 ranks;;Int 13, Combat Expertise, Deceitful, Misdirection Redirection, Misdirection Tactics, Bluff 10 ranks;When using Misdirection Tactics, attacker provokes an attack of opportunity
Misdirection Redirection*;FALSE;;;0;0;0;0;0;0;13;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Int 13, Combat Expertise, Misdirection Tactics, Deceitful, Bluff 10 ranks;;Int 13, Combat Expertise, Misdirection Tactics, Deceitful, Bluff 10 ranks;When using Misdirection Tactics, redirect attack to another creature
Misdirection Tactics*;FALSE;;;0;0;0;0;0;0;13;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Int 13, Combat Expertise, Deceitful, Bluff 4 ranks;;Int 13, Combat Expertise, Deceitful, Bluff 4 ranks;While using total defense, use Bluff to negate a hit
Missile Shield*;FALSE;;;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Shield Focus;;;Dex 13, Shield Focus;Deflect one ranged attack per round with shield
Mixed Scales;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Draconic AspectARGor dragon-scaled racial traitARG, kobold.";;"Draconic AspectARGor dragon-scaled racial traitARG, kobold.";Gain the powers of two scale colors
Mobile Acrobat;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Racial bonus to Dexterity;Racial bonus to Dexterity;Reduce the movement speed penalty for certain Acrobatics checks
Mobile Bulwark Style*;FALSE;;;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Shield Focus, Tower Shield Proficiency;;Str 13, Shield Focus, Tower Shield Proficiency, base attack bonus +1;Add your shield bonus to AC to your CMD vs bull rush and overrun manuevers
Mobile Fortress*;FALSE;;;0;0;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Mobile Bulwark Style, Shield Focus, Tower Shield Proficiency;;Str 15, Mobile Bulwark Style, Shield Focus, Tower Shield Proficiency, base attack bonus +4;Add half your shield bonus to AC to your touch AC
Mobile Gathering;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Kineticist level 7th, kinetic blast class feature;;Kineticist level 7th, kinetic blast class feature;Move up to half your speed while gathering power as a full-round action
Mobile Stronghold*;FALSE;;;0;0;7;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Mobile Bulwark Style, Mobile Fortress, Shield Focus, Tower Shield Proficiency;;Str 17, Mobile Bulwark Style, Mobile Fortress, Shield Focus, Tower Shield Proficiency, base attack bonus +7;Gain cover vs spells and total cover vs one attack as an immediate action
Mobility*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Dodge;;;Dodge;+4 AC against attacks of opportunity from movement
Mocking Dance*;FALSE;;;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Acrobatics 4 ranks or Perform (dance) 4 ranks;;Acrobatics 4 ranks or Perform (dance) 4 ranks;May either move 5 feet without provoking attacks of opportunity, or your speed with them
Modification Master*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Creative Armorsmith, Armor Adept, and Craft (armor) 7 ranks, or Creative Weaponsmith, Weapon Adept, and Craft (weapons) 7 ranks; Knowledge (engineering) 7 ranks";;"Creative Armorsmith, Armor Adept, and Craft (armor) 7 ranks, or Creative Weaponsmith, Weapon Adept, and Craft (weapons) 7 ranks; Knowledge (engineering) 7 ranks";You can add an armor or weapon modification to an item that already has a modification
Modification Trainer*;FALSE;;Fighter;4;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;Armor Adept or Weapon Adept;;;;Cha 13, Armor Adept or Weapon Adept, fighter level 4th;You can train others to use modified armor or weapons
Modified Weapon Proficiency*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Proficiency with the selected weapon;Proficiency with the selected weapon;Always have proficiency with modified versions of a single weapon
Molthuni Discipline;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Molthune affinity;;Molthune affinity;Learn to resist fear effects
Monastic Legacy*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Still mind class feature, Improved Unarmed Strike.;;Still mind class feature, Improved Unarmed Strike.;Count half your non-monk levels as monk levels for unarmed strike damage
Monitor Obedience;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Knowledge (planes) 3 ranks, must worship a monitor demigod;;Knowledge (planes) 3 ranks, must worship a monitor demigod;Gain spell-like and other abilities in exchange for performing a daily obedience
Monkey Lunge*;FALSE;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Lunge, Acrobatics 1 rank;;Lunge, Acrobatics 1 rank;Use Lunge without lowering your AC
Monkey Moves*;FALSE;;;0;0;0;0;0;0;0;13;0;8;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Wis 13, Improved Unarmed Strike, Monkey Style, Acrobatics 8 ranks, Climb 8 ranks;;Wis 13, Improved Unarmed Strike, Monkey Style, Acrobatics 8 ranks, Climb 8 ranks;Add Wisdom bonus on Climb checks, and climb and crawl at half speed
Monkey Shine*;FALSE;;;0;0;0;0;0;0;0;13;0;11;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Wis 13, Improved Unarmed Strike, Monkey Moves, Monkey Style, Stunning Fist, Acrobatics 11 ranks, Climb 11 ranks;;Wis 13, Improved Unarmed Strike, Monkey Moves, Monkey Style, Stunning Fist, Acrobatics 11 ranks, Climb 11 ranks;After successful Stunning Fist, you may enter an adjacent square
Monkey Style*;FALSE;;;0;0;0;0;0;0;0;13;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Wis 13, Improved Unarmed Strike, Acrobatics 5 ranks, Climb 5 ranks;;Wis 13, Improved Unarmed Strike, Acrobatics 5 ranks, Climb 5 ranks;Add Wisdom bonus on Acrobatics checks, and take no penalty for attacking while prone
Monster Spotter;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Skill Focus (Knowledge [any]), Knowledge (any) 3 ranks;;Skill Focus (Knowledge [any]), Knowledge (any) 3 ranks;Use Knowledge in place of Perception against Disguise and Stealth
Monstrous Companion;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;"Handle Animal 7 ranks; class feature that functions as the druid animal companion ability (including animal companion, divine bond [mount], hunter’s bond [animal companion], nature’s bond [animal companion], and the mount class feature) with an effective druid level of 7";;"Handle Animal 7 ranks; class feature that functions as the druid animal companion ability (including animal companion, divine bond [mount], hunter’s bond [animal companion], nature’s bond [animal companion], and the mount class feature) with an effective druid level of 7";Gain an exotic monstrous cohort
Monstrous Crafter;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Craft Wondrous Item, Grisly Ornament, Harvest Parts;;;Craft Wondrous Item, Grisly Ornament, Harvest Parts;Integrate an ornament into a magic item to gain its benefit once per day
Monstrous Disguise;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Disguise 5 ranks, Knowledge (nature) 5 ranks;Use Disguise to emulate monstrous humanoids
Monstrous Mask;FALSE;Tiefling;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Must be taken at 1st level;Tiefling, must be taken at 1st level;+5 Intimidate vs. humanoids.
Monstrous Masquerade;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Monstrous Disguise, Disguise 9 ranks, Knowledge (nature) 9 ranks;;;Monstrous Disguise, Disguise 9 ranks, Knowledge (nature) 9 ranks;Gain a limited bonus when emulating a monstrous humanoid
Monstrous Mount;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;;;;;;"Handle Animal 4 ranks; Ride 4 ranks; divine bond (mount), hunter’s bond (animal companion), or mount class feature with an effective druid level of 4";;"Handle Animal 4 ranks; Ride 4 ranks; divine bond (mount), hunter’s bond (animal companion), or mount class feature with an effective druid level of 4";Gain an exotic beast as your companion
Monstrous Mount Mastery;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Monstrous Mount, character level equal to or higher than that listed in your mount’s Mastery entry;Monstrous Mount, character level equal to or higher than that listed in your mount’s Mastery entry;Gain the Mastery ability for your exotic mount
Monument Builder;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;"Knowledge (engineering) 1 rank, and you must have built a structure worth at least 5,000 gp.";;;"Knowledge (engineering) 1 rank, and you must have built a structure worth at least 5,000 gp.";Increase the value of your constructions and gain bonuses to Knowledge (engineering)
Moonlight Stalker Feint*;FALSE;;;0;0;0;0;0;0;13;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Int 13, Blind-Fight, Combat Expertise, Improved Feint, Moonlight Stalker, Bluff 6 ranks, darkvision or low-light vision racial trait;;;Int 13, Blind-Fight, Combat Expertise, Bluff 3 ranks, darkvision or low-light vision racial trait;Gain +2 on damage and attack rolls when you have concealment vs. foe
Moonlight Stalker Master*;FALSE;;;0;0;0;0;0;0;13;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Int 13, Blind-Fight, Combat Expertise, Improved Feint, Moonlight Stalker, Moonlight Stalker Feint, Bluff 9 ranks, darkvision or low-light vision racial trait;;;Int 13, Blind-Fight, Combat Expertise, Improved Feint, Moonlight Stalker, Bluff 6 ranks, darkvision or low-light vision racial trait;Make a Bluff check to feint with concealment vs. foe
Moonlight Stalker*;FALSE;;;0;0;0;0;0;0;13;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Int 13, Blind-Fight, Combat Expertise, Bluff 3 ranks, darkvision or low-light vision racial trait;;;Int 13, Blind-Fight, Combat Expertise, Improved Feint, Moonlight Stalker, Moonlight Stalker Feint, Bluff 9 ranks, darkvision or low-light vision racial trait;While concealed, miss chance increases by 10%
Moonlight Summons;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Spell Focus (conjuration), able to castsummon nature’s ally;;;Spell Focus (conjuration), able to castsummon nature’s ally;Summoned creatures are immune to confusion and sleep effects, and their natural weapons are treated as silver
Moontouched;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Gain a +2 bonus on Fortitude and Reflex saves but take a -2 penalty to Will saves at night when the moon is at least partially showing
Morrigna's Wrappings;FALSE;Duskwalker;;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;ward against corruption racial trait;Character level 9th,duskwalker, ward against corruption racial trait;Use a spider web to increase your racial resistance to death magic
Mother's Gift;FALSE;Changeling;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Changeling;Enhance the boon from your hag parent
Motivated March;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Reduce damage when leading a forced march
Motivating Display*;FALSE;;;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Dazzling Display, Weapon Focus;;;Cha 13, Dazzling Display, Weapon Focus;Motivate your allies while demoralizing your foes
Mountain Eyes;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;;;;;Blind-Fight, Perception 5 ranks;;;Blind-Fight, Perception 5 ranks;Overcome vision penalties due to gases and weather effects
Mountaineer;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Favored terrain (mountains) class feature;Favored terrain (mountains) class feature;"Gain +2 on Climb checks and +4 on saves to avoid high altitude effects; you acclimate to altitudes more quickly"
Mountain-Splitting Strike*;FALSE;;;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Wis 13, Improved Unarmed Strike;;;Wis 13, Improved Unarmed Strike;Unarmed and stunning fist attacks are mroe effective on a charge
Mounted Archery*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Mounted Combat;Halve the penalty for ranged attacks while mounted
Mounted Blade;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;;;;;Mounted Combat, Ride-By Attack, Ride 3 ranks;;;Mounted Combat, Ride-By Attack, Ride 3 ranks;Attack an adjacent foe with Ride-By-Attack
Mounted Combat*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;Ride 1 rank;Avoid attacks on mount with Ride check
Mounted Onslaught;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;;;;;Mounted Combat, Trample, Ride 5 ranks;;;Mounted Combat, Trample, Ride 5 ranks;Overrun multiple creatures
Mounted Shield*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Mounted Combat, Shield Focus;Apply shield bonus to mount’s AC
Mounted Skirmisher*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;;;;;Ride rank 14, Mounted Combat, Trick Riding;;;Ride rank 14, Mounted Combat, Trick Riding;Make a full attack if mount moves its speed or less
Mud in Your Eye*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Throw Anything;Use mud and dirt to perform dirty tricks
Muddled Morals;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Bonus on saving throws against alignment effects, treated as different alignment when drunk
Multiattack*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Three or more natural attacks;Three or more natural attacks;Reduce the penalty of your secondary attacks from -5 to -2.
Multitalented Mastery;FALSE;Half-Elf;;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Character level 5th, half-elf, multitalented racial trait;Consider all classes as favored classes
Multiweapon Defense;FALSE;;;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Three or more arms;Three or more arms, Dex 21;Sacrifice some attacks to parry blows.
Multiweapon Fighting*;FALSE;;;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;three or more hands;Dex 13, three or more hands;Reduce the penalties for fighting with multiple weapons from -6/-10 to -2/-6.
Multiweapon Specialist;FALSE;;;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;Three or more arms;Three or more arms, Dex 21;Gain bonus damage when the weapons you wield are from the same group.
Murderer's Circle*;FALSE;;;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Dodge, Acrobatics 4 ranks;;;Dodge, Acrobatics 4 ranks;When you make a performance combat check after a critical, move 5 feet
Murderous Sniper*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;Death attack class feature.;;Death attack class feature.;You can make a death attack from range
Murky Spell;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Cloud effects work underwater, with penalties
Murmurs of Earth;FALSE;Oread;;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;Echoes of Stone, character level 9th, oread;Gain a limited form of tremorsense
Musketeer's Daring*;FALSE;;Swashbuckler;6;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;derring-do deed;Dex 15, derring-do deed, swashbuckler level 6th;Reroll derring-do on a natural 5
Musketeer's Dodge*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Exotic Weapon Proficiency (firearms)UC, gunslinger level 3rd, gunslinger’s dodge deed;;;Exotic Weapon Proficiency (firearms)UC, gunslinger level 3rd, gunslinger’s dodge deed;Increase the bonus from gunslinger's dodge and your movement doesn't provoke
Musketeer's Reposition*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Exotic Weapon Proficiency (firearms)UC, gunslinger level 6th, pistol-whip deed;;;Exotic Weapon Proficiency (firearms)UC, gunslinger level 6th, pistol-whip deed;When you use the pistol-whip deed, you can reposition instead of tripping
Musketeer's Sidestep*;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;Dodging panache deed, swashbuckler level 3rd;;;Dodging panache deed, swashbuckler level 3rd;Increase the bonus from dodging panahce and your movement doesn't provoke
Mutated Shape;TRUE;;;0;0;6;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;wild shape class feature;Wis 19, base attack bonus +6, wild shape class feature;Grow an additional limb to make a natural attack in wild shape form
Mutilating Ritualist;FALSE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;;;;;;;;Knowledge (arcana) 4 ranks, Knowledge (religion) 4 ranks, Spellcraft 4 ranks;Mutilate yourself to enhance a ritual
Mutual Hatred*;TRUE;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;—;Bonus to attack/damage against creatures who hate you
